EventTemplate,Occurrences
<*> <*> (10.0.11.197:39926 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,21
closing AMQP connection <*> (10.0.11.208:53636 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.208:54118 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.208:54118 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.208:54118 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.208:54374 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.208:54374 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
closing AMQP connection <*> (10.0.11.197:39926 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,21
accepting AMQP connection <*> (10.0.11.197:40714 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.197:40714 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.208:54374 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.208:54568 -> 10.0.11.23:5672) ,17
<*> <*> (10.0.11.208:54568 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,17
closing AMQP connection <*> (10.0.11.197:40714 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.197:40928 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.197:40928 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.208:54568 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,17
accepting AMQP connection <*> (10.0.11.208:54830 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.208:54830 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.208:54830 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.208:54884 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.208:54884 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.208:54884 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.208:54986 -> 10.0.11.23:5672) ,12
<*> <*> (10.0.11.208:54986 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
closing AMQP connection <*> (10.0.11.197:40928 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.197:41214 -> 10.0.11.23:5672) ,16
<*> <*> (10.0.11.197:41214 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,16
closing AMQP connection <*> (10.0.11.208:54986 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
accepting AMQP connection <*> (10.0.11.208:55030 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.208:55030 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.208:55030 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.208:55060 -> 10.0.11.23:5672) ,8
<*> <*> (10.0.11.208:55060 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,8
closing AMQP connection <*> (10.0.11.197:41214 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
accepting AMQP connection <*> (10.0.11.197:41296 -> 10.0.11.23:5672) ,9
<*> <*> (10.0.11.197:41296 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,9
closing AMQP connection <*> (10.0.11.208:55060 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,8
accepting AMQP connection <*> (10.0.11.208:55154 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.208:55154 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.208:55154 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.208:55190 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.208:55190 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.208:55190 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.208:55200 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.208:55200 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.208:55200 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.208:55222 -> 10.0.11.23:5672) ,7
<*> <*> (10.0.11.208:55222 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,7
closing AMQP connection <*> (10.0.11.197:41296 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,9
accepting AMQP connection <*> (10.0.11.197:41360 -> 10.0.11.23:5672) ,21
<*> <*> (10.0.11.197:41360 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,21
closing AMQP connection <*> (10.0.11.197:41360 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,21
accepting AMQP connection <*> (10.0.11.197:41364 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.197:41364 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.197:41364 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.197:41368 -> 10.0.11.23:5672) ,17
<*> <*> (10.0.11.197:41368 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,17
closing AMQP connection <*> (10.0.11.208:55222 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,7
accepting AMQP connection <*> (10.0.11.208:55262 -> 10.0.11.23:5672) ,16
<*> <*> (10.0.11.208:55262 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,16
closing AMQP connection <*> (10.0.11.197:41368 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,17
accepting AMQP connection <*> (10.0.11.197:41380 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.197:41380 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.197:41380 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.197:41394 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.197:41394 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.208:55262 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
accepting AMQP connection <*> (10.0.11.208:55302 -> 10.0.11.23:5672) ,16
<*> <*> (10.0.11.208:55302 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,16
closing AMQP connection <*> (10.0.11.197:41394 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
closing AMQP connection <*> (10.0.11.208:55302 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
accepting AMQP connection <*> (10.0.11.208:55336 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.208:55336 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
accepting AMQP connection <*> (10.0.11.197:41410 -> 10.0.11.23:5672) ,9
<*> <*> (10.0.11.197:41410 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,9
closing AMQP connection <*> (10.0.11.208:55336 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
closing AMQP connection <*> (10.0.11.197:41410 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,9
accepting AMQP connection <*> (10.0.11.208:56922 -> 10.0.11.23:5672) ,13
accepting AMQP connection <*> (10.0.11.197:42574 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.208:56922 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
<*> <*> (10.0.11.197:42574 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.208:56922 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.208:56928 -> 10.0.11.23:5672) ,9
<*> <*> (10.0.11.208:56928 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,9
closing AMQP connection <*> (10.0.11.208:56928 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,9
accepting AMQP connection <*> (10.0.11.208:56938 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.208:56938 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.208:56938 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.208:56946 -> 10.0.11.23:5672) ,22
<*> <*> (10.0.11.208:56946 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,22
closing AMQP connection <*> (10.0.11.197:42574 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.197:42598 -> 10.0.11.23:5672) ,12
closing AMQP connection <*> (10.0.11.208:56946 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,22
accepting AMQP connection <*> (10.0.11.208:56960 -> 10.0.11.23:5672) ,12
<*> <*> (10.0.11.197:42598 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
<*> <*> (10.0.11.208:56960 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
closing AMQP connection <*> (10.0.11.208:56960 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
closing AMQP connection <*> (10.0.11.197:42598 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
accepting AMQP connection <*> (10.0.11.197:42606 -> 10.0.11.23:5672) ,14
accepting AMQP connection <*> (10.0.11.208:56968 -> 10.0.11.23:5672) ,17
<*> <*> (10.0.11.197:42606 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
<*> <*> (10.0.11.208:56968 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,17
closing AMQP connection <*> (10.0.11.197:42606 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.197:42612 -> 10.0.11.23:5672) ,11
closing AMQP connection <*> (10.0.11.208:56968 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,17
accepting AMQP connection <*> (10.0.11.208:56980 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.197:42612 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
<*> <*> (10.0.11.208:56980 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.197:42612 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.197:42620 -> 10.0.11.23:5672) ,20
<*> <*> (10.0.11.197:42620 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,20
closing AMQP connection <*> (10.0.11.208:56980 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.208:56984 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.208:56984 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.197:42620 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,20
accepting AMQP connection <*> (10.0.11.197:42624 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.197:42624 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.208:56984 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.208:56994 -> 10.0.11.23:5672) ,21
<*> <*> (10.0.11.208:56994 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,21
closing AMQP connection <*> (10.0.11.197:42624 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.197:42630 -> 10.0.11.23:5672) ,16
<*> <*> (10.0.11.197:42630 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,16
closing AMQP connection <*> (10.0.11.208:56994 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,21
closing AMQP connection <*> (10.0.11.197:42630 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
accepting AMQP connection <*> (10.0.11.208:57000 -> 10.0.11.23:5672) ,11
accepting AMQP connection <*> (10.0.11.197:42634 -> 10.0.11.23:5672) ,9
<*> <*> (10.0.11.208:57000 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
<*> <*> (10.0.11.197:42634 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,9
closing AMQP connection <*> (10.0.11.208:57000 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.208:57004 -> 10.0.11.23:5672) ,14
closing AMQP connection <*> (10.0.11.197:42634 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,9
<*> <*> (10.0.11.208:57004 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
accepting AMQP connection <*> (10.0.11.197:42638 -> 10.0.11.23:5672) ,9
<*> <*> (10.0.11.197:42638 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,9
closing AMQP connection <*> (10.0.11.208:57004 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
closing AMQP connection <*> (10.0.11.197:42638 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,9
accepting AMQP connection <*> (10.0.11.208:57008 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.208:57008 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
accepting AMQP connection <*> (10.0.11.197:42646 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.197:42646 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.208:57008 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.208:57014 -> 10.0.11.23:5672) ,16
<*> <*> (10.0.11.208:57014 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,16
closing AMQP connection <*> (10.0.11.208:57014 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
accepting AMQP connection <*> (10.0.11.208:57112 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.208:57112 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.197:42646 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.197:43468 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.197:43468 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.197:43468 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.197:43772 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.197:43772 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.208:57112 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.208:58274 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.208:58274 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.197:43772 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.197:44068 -> 10.0.11.23:5672) ,12
<*> <*> (10.0.11.197:44068 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
closing AMQP connection <*> (10.0.11.208:58274 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.208:58526 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.208:58526 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.197:44068 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
accepting AMQP connection <*> (10.0.11.197:44128 -> 10.0.11.23:5672) ,16
<*> <*> (10.0.11.197:44128 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,16
closing AMQP connection <*> (10.0.11.197:44128 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
accepting AMQP connection <*> (10.0.11.197:44160 -> 10.0.11.23:5672) ,16
<*> <*> (10.0.11.197:44160 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,16
closing AMQP connection <*> (10.0.11.208:58526 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.208:58660 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.208:58660 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.197:44160 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
accepting AMQP connection <*> (10.0.11.197:44226 -> 10.0.11.23:5672) ,9
<*> <*> (10.0.11.197:44226 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,9
closing AMQP connection <*> (10.0.11.197:44226 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,9
accepting AMQP connection <*> (10.0.11.197:44258 -> 10.0.11.23:5672) ,12
<*> <*> (10.0.11.197:44258 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
closing AMQP connection <*> (10.0.11.208:58660 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.208:58824 -> 10.0.11.23:5672) ,19
<*> <*> (10.0.11.208:58824 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,19
closing AMQP connection <*> (10.0.11.208:58824 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,19
accepting AMQP connection <*> (10.0.11.208:58844 -> 10.0.11.23:5672) ,16
<*> <*> (10.0.11.208:58844 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,16
closing AMQP connection <*> (10.0.11.208:58844 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
accepting AMQP connection <*> (10.0.11.208:58862 -> 10.0.11.23:5672) ,9
<*> <*> (10.0.11.208:58862 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,9
closing AMQP connection <*> (10.0.11.208:58862 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,9
accepting AMQP connection <*> (10.0.11.208:58870 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.208:58870 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.208:58870 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.208:58888 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.208:58888 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.208:58888 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.208:58900 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.208:58900 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.208:58900 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.208:58924 -> 10.0.11.23:5672) ,18
<*> <*> (10.0.11.208:58924 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,18
closing AMQP connection <*> (10.0.11.197:44258 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
accepting AMQP connection <*> (10.0.11.197:44356 -> 10.0.11.23:5672) ,9
<*> <*> (10.0.11.197:44356 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,9
closing AMQP connection <*> (10.0.11.208:58924 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,18
accepting AMQP connection <*> (10.0.11.208:59014 -> 10.0.11.23:5672) ,9
<*> <*> (10.0.11.208:59014 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,9
closing AMQP connection <*> (10.0.11.197:44356 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,9
accepting AMQP connection <*> (10.0.11.197:44430 -> 10.0.11.23:5672) ,7
<*> <*> (10.0.11.197:44430 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,7
closing AMQP connection <*> (10.0.11.197:44430 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,7
accepting AMQP connection <*> (10.0.11.197:44496 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.197:44496 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.197:44496 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.197:44508 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.197:44508 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.208:59014 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,9
accepting AMQP connection <*> (10.0.11.208:59152 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.208:59152 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.208:59152 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
